source,sourceOrderId,soldAt,customerName,productName,sku,quantity,itemStatus,unitPrice
ONLINE,ORD-00083,02/28/2024,Victoria,Cinturon Pearl,BELT-PRL8,1,PAID,180
ONLINE,ORD-00083,02/28/2024,Victoria,Vestido Emilia,DRSS-EMI1,1,PAID,1850
ONLINE,ORD-00083,02/28/2024,Victoria,Vestido Emilia,DRSS-EMI9,1,PAID,1750
ONLINE,ORD-00084,03/01/2024,Vanessa,Anillo Halo,RNG-HAL3,1,CANCELLED,90
ONLINE,ORD-00084,03/01/2024,Vanessa,Jacket Pearl,JCK-PRL9,2,PENDING,320
ONLINE,ORD-00084,03/01/2024,Vanessa,Tiara Halo,TIA-HAL8,2,PENDING,200
ONLINE,ORD-00084,03/01/2024,Vanessa,Vestido Grace,DRSS-GRA9,1,PENDING,2200
ONLINE,ORD-00084,03/01/2024,Vanessa,Vestido Emilia,DRSS-EMI3,1,CANCELLED,1700
ONLINE,ORD-00085,03/01/2025,Isabella,Velo Classic,VEL-CLA7,1,CANCELLED,390
ONLINE,ORD-00085,03/01/2025,Isabella,Velo Aurora,VEL-AUR7,1,REFUNDED,430
ONLINE,ORD-00085,03/01/2025,Isabella,Cinturon Pearl,BELT-PRL6,2,PAID,220
ONLINE,ORD-00085,03/01/2025,Isabella,Vestido Emilia,DRSS-EMI2,1,REFUNDED,1700
ONLINE,ORD-00085,03/01/2025,Isabella,Aretes Pearl,EAR-PRL7,2,CANCELLED,115
ONLINE,ORD-00086,07/01/2024,Vanessa,Vestido Bella,DRSS-BEL2,1,REFUNDED,1400
ONLINE,ORD-00086,07/01/2024,Vanessa,Vestido Isabella,DRSS-ISA1,1,REFUNDED,1900
ONLINE,ORD-00086,07/01/2024,Vanessa,Velo Pearl,VEL-PRL5,1,REFUNDED,580
ONLINE,ORD-00087,12/28/2024,Andrea,Vestido Luna,DRSS-LUN4,1,CANCELLED,1600
ONLINE,ORD-00087,12/28/2024,Andrea,Vestido Milena,DRSS-MIL4,1,CANCELLED,1200
ONLINE,ORD-00088,01/01/2024,Maria,Velo Classic,VEL-CLA4,1,REFUNDED,330
ONLINE,ORD-00088,01/01/2024,Maria,Vestido Milena,DRSS-MIL5,1,CANCELLED,1300
ONLINE,ORD-00088,01/01/2024,Maria,Jacket Pearl,JCK-PRL1,2,PAID,340
ONLINE,ORD-00088,01/01/2024,Maria,Cinturon Pearl,BELT-PRL1,1,REFUNDED,200
ONLINE,ORD-00089,07/08/2024,Paola,Guantes Satin,GLV-SAT2,2,CANCELLED,55
ONLINE,ORD-00089,07/08/2024,Paola,Tiara Halo,TIA-HAL1,1,CANCELLED,260
ONLINE,ORD-00089,07/08/2024,Paola,Vestido Valentina,DRSS-VAL4,1,CANCELLED,2200
ONLINE,ORD-00090,12/06/2024,Lily,Vestido Sofia,DRSS-SOF3,1,PENDING,1400
ONLINE,ORD-00090,12/06/2024,Lily,Vestido Emilia,DRSS-EMI1,1,PENDING,1700
ONLINE,ORD-00091,04/28/2025,Daniela,Tiara Halo,TIA-HAL5,1,CANCELLED,200
ONLINE,ORD-00091,04/28/2025,Daniela,Tiara Halo,TIA-HAL3,2,PAID,260
ONLINE,ORD-00091,04/28/2025,Daniela,Guantes Satin,GLV-SAT4,2,PAID,75
ONLINE,ORD-00091,04/28/2025,Daniela,Vestido Aurora,DRSS-AUR2,1,CANCELLED,1450
ONLINE,ORD-00092,06/19/2025,Melissa,Velo Pearl,VEL-PRL7,1,PENDING,640
ONLINE,ORD-00093,06/23/2024,Victoria,Vestido Bella,DRSS-BEL4,1,PENDING,1400
ONLINE,ORD-00094,08/13/2025,Savannah,Tiara Pearl,TIA-PRL5,1,PAID,270
ONLINE,ORD-00094,08/13/2025,Savannah,Vestido Aurora,DRSS-AUR8,1,PAID,1300
ONLINE,ORD-00095,11/14/2025,Amanda,Cinturon Pearl,BELT-PRL2,1,PAID,220
ONLINE,ORD-00095,11/14/2025,Amanda,Vestido Bella,DRSS-BEL5,1,PAID,1450
ONLINE,ORD-00095,11/14/2025,Amanda,Vestido Bella,DRSS-BEL1,1,PAID,1400
ONLINE,ORD-00095,11/14/2025,Amanda,Vestido Grace,DRSS-GRA6,1,PAID,2250
ONLINE,ORD-00095,11/14/2025,Amanda,Aretes Crystal,EAR-CRY3,2,PAID,85
ONLINE,ORD-00096,03/17/2025,Lily,Tiara Pearl,TIA-PRL5,2,PENDING,270
ONLINE,ORD-00096,03/17/2025,Lily,Vestido Valentina,DRSS-VAL5,1,PENDING,2200
ONLINE,ORD-00096,03/17/2025,Lily,Cinturon Pearl,BELT-PRL9,1,PENDING,200
ONLINE,ORD-00096,03/17/2025,Lily,Aretes Pearl,EAR-PRL6,3,PENDING,135
ONLINE,ORD-00096,03/17/2025,Lily,Cinturon Pearl,BELT-PRL6,3,PENDING,220
ONLINE,ORD-00097,03/06/2024,Grace,Vestido Sofia,DRSS-SOF1,1,PENDING,1600
ONLINE,ORD-00097,03/06/2024,Grace,Vestido Bella,DRSS-BEL4,1,PENDING,1550
ONLINE,ORD-00097,03/06/2024,Grace,Vestido Milena,DRSS-MIL9,1,PENDING,1200
ONLINE,ORD-00097,03/06/2024,Grace,Anillo Halo,RNG-HAL1,1,PENDING,50
ONLINE,ORD-00097,03/06/2024,Grace,Collar Luna,COL-LUN2,3,PENDING,100
ONLINE,ORD-00098,09/13/2024,Savannah,Vestido Milena,DRSS-MIL5,1,REFUNDED,1100
ONLINE,ORD-00098,09/13/2024,Savannah,Vestido Sofia,DRSS-SOF5,1,PAID,1500
ONLINE,ORD-00098,09/13/2024,Savannah,Vestido Sofia,DRSS-SOF1,1,REFUNDED,1400
ONLINE,ORD-00099,11/13/2024,Bianca,Cinturon Pearl,BELT-PRL2,2,PENDING,220
ONLINE,ORD-00099,11/13/2024,Bianca,Vestido Valentina,DRSS-VAL5,1,PENDING,2000
ONLINE,ORD-00100,01/10/2026,Savannah,Velo Pearl,VEL-PRL7,1,CANCELLED,620
ONLINE,ORD-00100,01/10/2026,Savannah,Tiara Pearl,TIA-PRL6,1,CANCELLED,290
ONLINE,ORD-00100,01/10/2026,Savannah,Vestido Milena,DRSS-MIL1,1,CANCELLED,1250
ONLINE,ORD-00101,03/27/2024,Grace,Vestido Grace,DRSS-GRA6,1,REFUNDED,2350
ONLINE,ORD-00101,03/27/2024,Grace,Tiara Pearl,TIA-PRL8,1,REFUNDED,270
ONLINE,ORD-00101,03/27/2024,Grace,Vestido Aurora,DRSS-AUR1,1,REFUNDED,1250
ONLINE,ORD-00102,04/22/2026,Jessica,Aretes Crystal,EAR-CRY6,1,REFUNDED,105
ONLINE,ORD-00102,04/22/2026,Jessica,Anillo Halo,RNG-HAL8,1,REFUNDED,30
ONLINE,ORD-00102,04/22/2026,Jessica,Velo Pearl,VEL-PRL1,2,REFUNDED,640
ONLINE,ORD-00103,12/12/2024,Andrea,Vestido Valentina,DRSS-VAL5,1,PENDING,2050
ONLINE,ORD-00103,12/12/2024,Andrea,Vestido Valentina,DRSS-VAL3,1,PENDING,2150
ONLINE,ORD-00103,12/12/2024,Andrea,Velo Luna,VEL-LUN8,1,PENDING,500
ONLINE,ORD-00103,12/12/2024,Andrea,Vestido Emilia,DRSS-EMI1,1,PENDING,1750
ONLINE,ORD-00104,05/27/2024,Emma,Tiara Pearl,TIA-PRL4,1,PENDING,290
ONLINE,ORD-00105,02/10/2024,Mariana,Collar Luna,COL-LUN9,1,CANCELLED,140
ONLINE,ORD-00105,02/10/2024,Mariana,Vestido Isabella,DRSS-ISA8,1,CANCELLED,1800
ONLINE,ORD-00105,02/10/2024,Mariana,Vestido Grace,DRSS-GRA5,1,CANCELLED,2250
ONLINE,ORD-00105,02/10/2024,Mariana,Tiara Pearl,TIA-PRL4,3,CANCELLED,290
ONLINE,ORD-00105,02/10/2024,Mariana,Aretes Pearl,EAR-PRL7,1,CANCELLED,135
ONLINE,ORD-00106,07/24/2024,Chloe,Vestido Milena,DRSS-MIL2,1,REFUNDED,1250
ONLINE,ORD-00107,01/13/2025,Sofia,Velo Pearl,VEL-PRL5,2,CANCELLED,620
ONLINE,ORD-00108,02/24/2024,Gabriela,Guantes Satin,GLV-SAT9,1,PAID,95
ONLINE,ORD-00108,02/24/2024,Gabriela,Vestido Milena,DRSS-MIL8,1,PENDING,1200
ONLINE,ORD-00109,08/05/2024,Daniela,Cinturon Pearl,BELT-PRL9,2,REFUNDED,200
ONLINE,ORD-00109,08/05/2024,Daniela,Cinturon Crystal,BELT-CRY2,1,REFUNDED,200
ONLINE,ORD-00110,07/23/2024,Chloe,Aretes Crystal,EAR-CRY2,1,PAID,125
ONLINE,ORD-00110,07/23/2024,Chloe,Bolero Lace,BOL-LAC7,3,PAID,260
ONLINE,ORD-00110,07/23/2024,Chloe,Vestido Grace,DRSS-GRA4,1,PAID,2350
ONLINE,ORD-00110,07/23/2024,Chloe,Tiara Halo,TIA-HAL5,1,PAID,260
ONLINE,ORD-00111,03/20/2026,Vanessa,Velo Pearl,VEL-PRL3,1,REFUNDED,620
ONLINE,ORD-00111,03/20/2026,Vanessa,Velo Aurora,VEL-AUR6,2,REFUNDED,430
ONLINE,ORD-00111,03/20/2026,Vanessa,Velo Classic,VEL-CLA8,2,REFUNDED,370
ONLINE,ORD-00112,04/09/2026,Lucia,Velo Pearl,VEL-PRL8,2,PAID,620
ONLINE,ORD-00112,04/09/2026,Lucia,Vestido Valentina,DRSS-VAL1,1,REFUNDED,2000
ONLINE,ORD-00113,07/11/2024,Emily,Velo Luna,VEL-LUN8,1,CANCELLED,520
ONLINE,ORD-00113,07/11/2024,Emily,Vestido Grace,DRSS-GRA5,1,PAID,2250
ONLINE,ORD-00113,07/11/2024,Emily,Collar Luna,COL-LUN2,2,REFUNDED,140
ONLINE,ORD-00113,07/11/2024,Emily,Bolero Lace,BOL-LAC3,1,REFUNDED,300
ONLINE,ORD-00113,07/11/2024,Emily,Aretes Pearl,EAR-PRL2,1,PAID,115
ONLINE,ORD-00114,08/07/2025,Sofia,Velo Classic,VEL-CLA8,2,PAID,370
ONLINE,ORD-00115,11/15/2024,Emma,Bolero Lace,BOL-LAC9,1,PAID,280
ONLINE,ORD-00115,11/15/2024,Emma,Vestido Milena,DRSS-MIL9,1,CANCELLED,1100
ONLINE,ORD-00115,11/15/2024,Emma,Vestido Camila,DRSS-CAM7,1,REFUNDED,2050
ONLINE,ORD-00116,05/12/2025,Lily,Vestido Emilia,DRSS-EMI5,1,PENDING,1800
ONLINE,ORD-00116,05/12/2025,Lily,Cinturon Pearl,BELT-PRL4,1,PENDING,220
ONLINE,ORD-00116,05/12/2025,Lily,Velo Pearl,VEL-PRL9,1,PENDING,620
ONLINE,ORD-00116,05/12/2025,Lily,Vestido Bella,DRSS-BEL7,1,PENDING,1450
ONLINE,ORD-00117,12/24/2025,Ariana,Aretes Crystal,EAR-CRY6,1,PENDING,85
ONLINE,ORD-00117,12/24/2025,Ariana,Vestido Valentina,DRSS-VAL5,1,PENDING,2050
ONLINE,ORD-00117,12/24/2025,Ariana,Aretes Pearl,EAR-PRL8,3,PENDING,135
ONLINE,ORD-00118,11/28/2025,Mia,Velo Pearl,VEL-PRL3,3,CANCELLED,580
ONLINE,ORD-00119,07/31/2024,Valentina,Vestido Camila,DRSS-CAM8,1,PAID,1850
ONLINE,ORD-00120,04/13/2024,Valentina,Jacket Pearl,JCK-PRL8,2,CANCELLED,340
ONLINE,ORD-00120,04/13/2024,Valentina,Velo Luna,VEL-LUN1,1,CANCELLED,540
ONLINE,ORD-00120,04/13/2024,Valentina,Collar Pearl,COL-PRL2,3,CANCELLED,160
ONLINE,ORD-00121,11/19/2025,Hannah,Guantes Satin,GLV-SAT2,2,CANCELLED,75
ONLINE,ORD-00121,11/19/2025,Hannah,Aretes Crystal,EAR-CRY6,1,CANCELLED,125
ONLINE,ORD-00122,09/16/2024,Vanessa,Jacket Pearl,JCK-PRL8,1,PAID,320
ONLINE,ORD-00122,09/16/2024,Vanessa,Vestido Luna,DRSS-LUN5,1,PAID,1500
ONLINE,ORD-00122,09/16/2024,Vanessa,Anillo Halo,RNG-HAL2,3,PENDING,50
ONLINE,ORD-00122,09/16/2024,Vanessa,Vestido Valentina,DRSS-VAL9,1,CANCELLED,2100
ONLINE,ORD-00122,09/16/2024,Vanessa,Vestido Valentina,DRSS-VAL8,1,REFUNDED,2100
ONLINE,ORD-00123,06/26/2024,Chloe,Jacket Pearl,JCK-PRL3,1,REFUNDED,320
ONLINE,ORD-00123,06/26/2024,Chloe,Tiara Halo,TIA-HAL4,1,REFUNDED,220
ONLINE,ORD-00123,06/26/2024,Chloe,Tiara Halo,TIA-HAL5,1,REFUNDED,220
ONLINE,ORD-00123,06/26/2024,Chloe,Vestido Sofia,DRSS-SOF3,1,REFUNDED,1400
ONLINE,ORD-00123,06/26/2024,Chloe,Aretes Pearl,EAR-PRL7,1,REFUNDED,75
ONLINE,ORD-00124,03/22/2026,Isabella,Vestido Camila,DRSS-CAM5,1,CANCELLED,1950
ONLINE,ORD-00124,03/22/2026,Isabella,Velo Classic,VEL-CLA4,3,CANCELLED,330
ONLINE,ORD-00124,03/22/2026,Isabella,Velo Luna,VEL-LUN4,3,REFUNDED,480
ONLINE,ORD-00124,03/22/2026,Isabella,Velo Classic,VEL-CLA2,2,REFUNDED,330
ONLINE,ORD-00125,02/15/2026,Victoria,Vestido Camila,DRSS-CAM9,1,CANCELLED,1950
ONLINE,ORD-00125,02/15/2026,Victoria,Cinturon Pearl,BELT-PRL6,1,CANCELLED,220
ONLINE,ORD-00125,02/15/2026,Victoria,Vestido Camila,DRSS-CAM1,1,PENDING,1950
ONLINE,ORD-00125,02/15/2026,Victoria,Aretes Crystal,EAR-CRY9,1,PENDING,125
ONLINE,ORD-00126,03/15/2026,Claudia,Cinturon Crystal,BELT-CRY9,2,REFUNDED,200
ONLINE,ORD-00126,03/15/2026,Claudia,Vestido Luna,DRSS-LUN7,1,PAID,1650
ONLINE,ORD-00127,12/08/2024,Ariana,Velo Aurora,VEL-AUR2,1,REFUNDED,430
ONLINE,ORD-00127,12/08/2024,Ariana,Vestido Milena,DRSS-MIL9,1,REFUNDED,1200
ONLINE,ORD-00127,12/08/2024,Ariana,Jacket Pearl,JCK-PRL9,1,REFUNDED,300
ONLINE,ORD-00128,09/21/2024,Mia,Anillo Halo,RNG-HAL4,1,PAID,70
ONLINE,ORD-00128,09/21/2024,Mia,Tiara Halo,TIA-HAL1,1,PAID,260
ONLINE,ORD-00128,09/21/2024,Mia,Vestido Milena,DRSS-MIL7,1,PAID,1100
ONLINE,ORD-00129,06/16/2025,Ariana,Collar Pearl,COL-PRL1,3,PAID,180
ONLINE,ORD-00129,06/16/2025,Ariana,Bolero Lace,BOL-LAC6,2,CANCELLED,300
ONLINE,ORD-00129,06/16/2025,Ariana,Vestido Aurora,DRSS-AUR9,1,CANCELLED,1400
ONLINE,ORD-00129,06/16/2025,Ariana,Bolero Lace,BOL-LAC2,2,PAID,300
ONLINE,ORD-00130,07/15/2024,Camila,Aretes Pearl,EAR-PRL2,1,CANCELLED,115
ONLINE,ORD-00131,04/17/2024,Emily,Cinturon Pearl,BELT-PRL6,1,REFUNDED,240
ONLINE,ORD-00132,08/03/2025,Melissa,Vestido Emilia,DRSS-EMI9,1,PENDING,1650
ONLINE,ORD-00132,08/03/2025,Melissa,Jacket Pearl,JCK-PRL1,2,PENDING,340
ONLINE,ORD-00132,08/03/2025,Melissa,Tiara Halo,TIA-HAL4,3,PAID,220
ONLINE,ORD-00132,08/03/2025,Melissa,Tiara Halo,TIA-HAL1,3,CANCELLED,260
ONLINE,ORD-00132,08/03/2025,Melissa,Vestido Aurora,DRSS-AUR1,1,PAID,1350
ONLINE,ORD-00133,02/19/2026,Rachel,Collar Luna,COL-LUN3,1,CANCELLED,120
ONLINE,ORD-00133,02/19/2026,Rachel,Cinturon Pearl,BELT-PRL6,3,CANCELLED,200
ONLINE,ORD-00133,02/19/2026,Rachel,Vestido Luna,DRSS-LUN4,1,CANCELLED,1600
ONLINE,ORD-00133,02/19/2026,Rachel,Collar Luna,COL-LUN6,1,CANCELLED,120
ONLINE,ORD-00134,06/30/2024,Natalia,Cinturon Crystal,BELT-CRY5,2,REFUNDED,180
ONLINE,ORD-00135,02/03/2026,Paola,Vestido Emilia,DRSS-EMI1,1,PAID,1850
ONLINE,ORD-00135,02/03/2026,Paola,Vestido Valentina,DRSS-VAL3,1,PAID,2000
ONLINE,ORD-00135,02/03/2026,Paola,Vestido Grace,DRSS-GRA4,1,PAID,2350
ONLINE,ORD-00136,01/21/2026,Jessica,Vestido Grace,DRSS-GRA8,1,CANCELLED,2350
ONLINE,ORD-00136,01/21/2026,Jessica,Velo Pearl,VEL-PRL3,1,CANCELLED,640
ONLINE,ORD-00137,08/15/2024,Mia,Vestido Emilia,DRSS-EMI2,1,CANCELLED,1800
ONLINE,ORD-00137,08/15/2024,Mia,Vestido Bella,DRSS-BEL3,1,CANCELLED,1350
ONLINE,ORD-00137,08/15/2024,Mia,Cinturon Crystal,BELT-CRY9,1,CANCELLED,160
ONLINE,ORD-00137,08/15/2024,Mia,Velo Pearl,VEL-PRL1,1,CANCELLED,580
ONLINE,ORD-00138,06/01/2024,Victoria,Vestido Grace,DRSS-GRA6,1,PAID,2300
ONLINE,ORD-00138,06/01/2024,Victoria,Vestido Emilia,DRSS-EMI6,1,REFUNDED,1700
ONLINE,ORD-00138,06/01/2024,Victoria,Jacket Pearl,JCK-PRL7,1,PENDING,300
ONLINE,ORD-00138,06/01/2024,Victoria,Vestido Sofia,DRSS-SOF4,1,PAID,1450
ONLINE,ORD-00138,06/01/2024,Victoria,Vestido Valentina,DRSS-VAL2,1,PENDING,2100
ONLINE,ORD-00139,04/18/2025,Megan,Vestido Sofia,DRSS-SOF5,1,PENDING,1400
ONLINE,ORD-00139,04/18/2025,Megan,Velo Classic,VEL-CLA3,3,CANCELLED,370
ONLINE,ORD-00140,10/23/2024,Melissa,Vestido Bella,DRSS-BEL3,1,REFUNDED,1350
ONLINE,ORD-00141,05/21/2024,Mia,Cinturon Pearl,BELT-PRL9,1,PAID,220
ONLINE,ORD-00142,03/10/2026,Megan,Velo Classic,VEL-CLA6,1,PENDING,370
ONLINE,ORD-00143,05/22/2025,Sarah,Vestido Sofia,DRSS-SOF2,1,REFUNDED,1500
ONLINE,ORD-00144,09/23/2024,Grace,Velo Pearl,VEL-PRL1,2,REFUNDED,640
ONLINE,ORD-00144,09/23/2024,Grace,Vestido Valentina,DRSS-VAL4,1,PAID,2050
ONLINE,ORD-00145,11/28/2025,Camila,Vestido Grace,DRSS-GRA8,1,REFUNDED,2400
ONLINE,ORD-00145,11/28/2025,Camila,Vestido Bella,DRSS-BEL2,1,PENDING,1550
ONLINE,ORD-00145,11/28/2025,Camila,Vestido Valentina,DRSS-VAL4,1,PENDING,2200
ONLINE,ORD-00145,11/28/2025,Camila,Velo Luna,VEL-LUN2,2,REFUNDED,500
ONLINE,ORD-00146,09/29/2025,Chloe,Cinturon Crystal,BELT-CRY5,1,REFUNDED,200
ONLINE,ORD-00146,09/29/2025,Chloe,Aretes Crystal,EAR-CRY6,2,CANCELLED,105
ONLINE,ORD-00146,09/29/2025,Chloe,Vestido Aurora,DRSS-AUR1,1,PAID,1300
ONLINE,ORD-00147,06/29/2024,Bianca,Vestido Aurora,DRSS-AUR2,1,CANCELLED,1350
ONLINE,ORD-00147,06/29/2024,Bianca,Velo Pearl,VEL-PRL5,2,CANCELLED,600
ONLINE,ORD-00147,06/29/2024,Bianca,Tiara Halo,TIA-HAL5,2,CANCELLED,260
ONLINE,ORD-00148,06/19/2025,Julia,Vestido Sofia,DRSS-SOF3,1,PAID,1600
ONLINE,ORD-00148,06/19/2025,Julia,Collar Luna,COL-LUN2,2,PENDING,140
ONLINE,ORD-00148,06/19/2025,Julia,Cinturon Crystal,BELT-CRY6,1,PENDING,160
ONLINE,ORD-00149,02/25/2024,Alejandra,Aretes Pearl,EAR-PRL8,3,PENDING,135
ONLINE,ORD-00149,02/25/2024,Alejandra,Vestido Grace,DRSS-GRA8,1,CANCELLED,2400
ONLINE,ORD-00150,08/04/2024,Katherine,Cinturon Crystal,BELT-CRY3,2,CANCELLED,220
ONLINE,ORD-00150,08/04/2024,Katherine,Vestido Sofia,DRSS-SOF2,1,CANCELLED,1600
ONLINE,ORD-00150,08/04/2024,Katherine,Tiara Halo,TIA-HAL6,3,CANCELLED,260
ONLINE,ORD-00150,08/04/2024,Katherine,Anillo Halo,RNG-HAL6,2,CANCELLED,50
ONLINE,ORD-00151,04/22/2026,Ariana,Vestido Grace,DRSS-GRA1,1,PENDING,2250
ONLINE,ORD-00151,04/22/2026,Ariana,Vestido Isabella,DRSS-ISA7,1,CANCELLED,1900
ONLINE,ORD-00152,12/23/2025,Lily,Collar Pearl,COL-PRL2,1,PENDING,160
ONLINE,ORD-00152,12/23/2025,Lily,Bolero Lace,BOL-LAC7,1,REFUNDED,280
ONLINE,ORD-00152,12/23/2025,Lily,Tiara Pearl,TIA-PRL3,2,PAID,290
ONLINE,ORD-00152,12/23/2025,Lily,Aretes Pearl,EAR-PRL9,2,PENDING,135
ONLINE,ORD-00152,12/23/2025,Lily,Vestido Grace,DRSS-GRA6,1,PAID,2400
ONLINE,ORD-00153,11/11/2025,Savannah,Vestido Emilia,DRSS-EMI7,1,PAID,1700
ONLINE,ORD-00153,11/11/2025,Savannah,Vestido Camila,DRSS-CAM4,1,PENDING,2050
ONLINE,ORD-00153,11/11/2025,Savannah,Vestido Milena,DRSS-MIL9,1,PAID,1200
ONLINE,ORD-00153,11/11/2025,Savannah,Tiara Halo,TIA-HAL3,2,PENDING,200
ONLINE,ORD-00153,11/11/2025,Savannah,Aretes Crystal,EAR-CRY6,2,PENDING,65
ONLINE,ORD-00154,08/15/2024,Katherine,Collar Luna,COL-LUN7,1,PAID,120
ONLINE,ORD-00154,08/15/2024,Katherine,Vestido Aurora,DRSS-AUR4,1,PENDING,1300
ONLINE,ORD-00155,07/13/2025,Jessica,Aretes Crystal,EAR-CRY2,1,CANCELLED,65
ONLINE,ORD-00155,07/13/2025,Jessica,Vestido Emilia,DRSS-EMI1,1,CANCELLED,1650
ONLINE,ORD-00156,05/07/2026,Hannah,Velo Classic,VEL-CLA8,1,CANCELLED,350
ONLINE,ORD-00156,05/07/2026,Hannah,Vestido Grace,DRSS-GRA1,1,PENDING,2300
ONLINE,ORD-00157,11/23/2025,Paola,Anillo Halo,RNG-HAL5,1,CANCELLED,90
ONLINE,ORD-00157,11/23/2025,Paola,Vestido Grace,DRSS-GRA9,1,CANCELLED,2200
ONLINE,ORD-00157,11/23/2025,Paola,Vestido Luna,DRSS-LUN8,1,CANCELLED,1500
ONLINE,ORD-00157,11/23/2025,Paola,Velo Pearl,VEL-PRL1,1,CANCELLED,620
ONLINE,ORD-00158,09/25/2025,Hannah,Velo Luna,VEL-LUN3,1,CANCELLED,520
ONLINE,ORD-00158,09/25/2025,Hannah,Vestido Bella,DRSS-BEL5,1,REFUNDED,1400
ONLINE,ORD-00158,09/25/2025,Hannah,Tiara Halo,TIA-HAL3,3,CANCELLED,240
ONLINE,ORD-00159,06/27/2024,Victoria,Collar Pearl,COL-PRL3,2,REFUNDED,140
ONLINE,ORD-00160,01/03/2025,Zoe,Guantes Satin,GLV-SAT1,2,PENDING,95
ONLINE,ORD-00160,01/03/2025,Zoe,Anillo Halo,RNG-HAL8,3,PENDING,50
ONLINE,ORD-00161,03/22/2025,Lucia,Cinturon Crystal,BELT-CRY9,1,PAID,200
ONLINE,ORD-00161,03/22/2025,Lucia,Guantes Satin,GLV-SAT5,2,PAID,115
ONLINE,ORD-00161,03/22/2025,Lucia,Vestido Aurora,DRSS-AUR6,1,PAID,1350
ONLINE,ORD-00161,03/22/2025,Lucia,Vestido Luna,DRSS-LUN4,1,PAID,1500
ONLINE,ORD-00161,03/22/2025,Lucia,Cinturon Pearl,BELT-PRL3,1,PAID,200
ONLINE,ORD-00162,03/20/2025,Katherine,Vestido Aurora,DRSS-AUR4,1,PENDING,1300
ONLINE,ORD-00162,03/20/2025,Katherine,Velo Aurora,VEL-AUR5,3,PENDING,450
ONLINE,ORD-00162,03/20/2025,Katherine,Vestido Camila,DRSS-CAM4,1,PENDING,1950
ONLINE,ORD-00162,03/20/2025,Katherine,Velo Aurora,VEL-AUR9,3,PENDING,430
ONLINE,ORD-00163,06/28/2024,Ariana,Anillo Halo,RNG-HAL9,2,REFUNDED,70
ONLINE,ORD-00163,06/28/2024,Ariana,Jacket Pearl,JCK-PRL2,3,REFUNDED,300
ONLINE,ORD-00164,04/20/2025,Maria,Anillo Halo,RNG-HAL4,1,PENDING,70
ONLINE,ORD-00165,11/18/2025,Alejandra,Vestido Grace,DRSS-GRA6,1,PENDING,2400
ONLINE,ORD-00165,11/18/2025,Alejandra,Bolero Lace,BOL-LAC7,1,PENDING,320
ONLINE,ORD-00165,11/18/2025,Alejandra,Vestido Sofia,DRSS-SOF6,1,PENDING,1550
ONLINE,ORD-00166,01/01/2025,Mia,Tiara Pearl,TIA-PRL9,1,PENDING,250
ONLINE,ORD-00166,01/01/2025,Mia,Aretes Crystal,EAR-CRY6,1,PENDING,65
ONLINE,ORD-00167,04/19/2026,Katherine,Vestido Milena,DRSS-MIL3,1,REFUNDED,1100
ONLINE,ORD-00168,04/04/2025,Isabella,Vestido Isabella,DRSS-ISA7,1,PENDING,1700
ONLINE,ORD-00168,04/04/2025,Isabella,Tiara Pearl,TIA-PRL3,1,PENDING,290
ONLINE,ORD-00168,04/04/2025,Isabella,Vestido Camila,DRSS-CAM2,1,PENDING,2050
ONLINE,ORD-00168,04/04/2025,Isabella,Bolero Lace,BOL-LAC8,2,PENDING,320
ONLINE,ORD-00168,04/04/2025,Isabella,Velo Classic,VEL-CLA3,3,PENDING,350
ONLINE,ORD-00169,07/18/2024,Camila,Aretes Pearl,EAR-PRL7,3,REFUNDED,75
ONLINE,ORD-00169,07/18/2024,Camila,Vestido Camila,DRSS-CAM3,1,REFUNDED,1900
ONLINE,ORD-00169,07/18/2024,Camila,Tiara Pearl,TIA-PRL2,2,REFUNDED,290
ONLINE,ORD-00169,07/18/2024,Camila,Jacket Pearl,JCK-PRL8,1,REFUNDED,340
ONLINE,ORD-00170,10/29/2025,Daniela,Vestido Camila,DRSS-CAM8,1,REFUNDED,1850
ONLINE,ORD-00170,10/29/2025,Daniela,Cinturon Crystal,BELT-CRY9,2,REFUNDED,220
ONLINE,ORD-00170,10/29/2025,Daniela,Tiara Pearl,TIA-PRL9,1,CANCELLED,230
ONLINE,ORD-00170,10/29/2025,Daniela,Velo Classic,VEL-CLA1,3,CANCELLED,370
ONLINE,ORD-00171,01/10/2026,Bianca,Cinturon Pearl,BELT-PRL8,1,CANCELLED,180
ONLINE,ORD-00172,12/08/2024,Lucia,Guantes Satin,GLV-SAT3,2,PAID,95
ONLINE,ORD-00172,12/08/2024,Lucia,Jacket Pearl,JCK-PRL9,2,PAID,300
ONLINE,ORD-00172,12/08/2024,Lucia,Aretes Crystal,EAR-CRY6,1,PAID,105
ONLINE,ORD-00172,12/08/2024,Lucia,Vestido Camila,DRSS-CAM8,1,PAID,1950
ONLINE,ORD-00172,12/08/2024,Lucia,Bolero Lace,BOL-LAC6,1,PAID,260
ONLINE,ORD-00173,04/30/2026,Laura,Velo Classic,VEL-CLA8,2,REFUNDED,370
ONLINE,ORD-00173,04/30/2026,Laura,Vestido Bella,DRSS-BEL7,1,PENDING,1550
ONLINE,ORD-00173,04/30/2026,Laura,Vestido Luna,DRSS-LUN4,1,PENDING,1550
ONLINE,ORD-00174,07/11/2025,Natalia,Tiara Pearl,TIA-PRL1,1,REFUNDED,250
